"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|ES","12.01.2020 10:00 - 12.01.2020 11:00 (CET/CEST)","3347","0","3120"
"BZN|ES","12.01.2020 11:00 - 12.01.2020 12:00 (CET/CEST)","4680","0","2457"
"BZN|ES","12.01.2020 12:00 - 12.01.2020 13:00 (CET/CEST)","5704","0","2115"
"BZN|ES","12.01.2020 13:00 - 12.01.2020 14:00 (CET/CEST)","5969","0","1794"
"BZN|ES","12.01.2020 14:00 - 12.01.2020 15:00 (CET/CEST)","5925","0","1585"
"BZN|ES","12.01.2020 15:00 - 12.01.2020 16:00 (CET/CEST)","5600","0","1250"
"BZN|ES","12.01.2020 16:00 - 12.01.2020 17:00 (CET/CEST)","4487","0","1015"
"BZN|ES","12.01.2020 17:00 - 12.01.2020 18:00 (CET/CEST)","2057","0","1018"
"BZN|ES","12.01.2020 18:00 - 12.01.2020 19:00 (CET/CEST)","376","0","1158"
"BZN|ES","12.01.2020 19:00 - 12.01.2020 20:00 (CET/CEST)","103","0","1108"
"BZN|ES","12.01.2020 20:00 - 12.01.2020 21:00 (CET/CEST)","59","0","1025"
"BZN|ES","12.01.2020 21:00 - 12.01.2020 22:00 (CET/CEST)","54","0","1068"
"BZN|ES","12.01.2020 22:00 - 12.01.2020 23:00 (CET/CEST)","54","0","1293"
"BZN|ES","12.01.2020 23:00 - 13.01.2020 00:00 (CET/CEST)","48","0","1522"
"BZN|ES","13.01.2020 00:00 - 13.01.2020 01:00 (CET/CEST)","39","0","1796"
"BZN|ES","13.01.2020 01:00 - 13.01.2020 02:00 (CET/CEST)","39","0","2164"
"BZN|ES","13.01.2020 02:00 - 13.01.2020 03:00 (CET/CEST)","39","0","2476"
"BZN|ES","13.01.2020 03:00 - 13.01.2020 04:00 (CET/CEST)","39","0","2797"
"BZN|ES","13.01.2020 04:00 - 13.01.2020 05:00 (CET/CEST)","39","0","2938"
"BZN|ES","13.01.2020 05:00 - 13.01.2020 06:00 (CET/CEST)","39","0","3219"
"BZN|ES","13.01.2020 06:00 - 13.01.2020 07:00 (CET/CEST)","38","0","3639"
"BZN|ES","13.01.2020 07:00 - 13.01.2020 08:00 (CET/CEST)","37","0","4166"
"BZN|ES","13.01.2020 08:00 - 13.01.2020 09:00 (CET/CEST)","99","0","4507"
"BZN|ES","13.01.2020 09:00 - 13.01.2020 10:00 (CET/CEST)","1153","0","4646"
"BZN|ES","13.01.2020 10:00 - 13.01.2020 11:00 (CET/CEST)","2825","0","5030"
"BZN|ES","13.01.2020 11:00 - 13.01.2020 12:00 (CET/CEST)","3749","0","5159"
"BZN|ES","13.01.2020 12:00 - 13.01.2020 13:00 (CET/CEST)","4260","0","5179"
"BZN|ES","13.01.2020 13:00 - 13.01.2020 14:00 (CET/CEST)","4309","0","5582"
"BZN|ES","13.01.2020 14:00 - 13.01.2020 15:00 (CET/CEST)","4088","0","6080"
"BZN|ES","13.01.2020 15:00 - 13.01.2020 16:00 (CET/CEST)","3605","0","6450"
"BZN|ES","13.01.2020 16:00 - 13.01.2020 17:00 (CET/CEST)","2621","0","6649"
"BZN|ES","13.01.2020 17:00 - 13.01.2020 18:00 (CET/CEST)","1097","0","6787"
"BZN|ES","13.01.2020 18:00 - 13.01.2020 19:00 (CET/CEST)","95","0","7266"
"BZN|ES","13.01.2020 19:00 - 13.01.2020 20:00 (CET/CEST)","31","0","7487"
"BZN|ES","13.01.2020 20:00 - 13.01.2020 21:00 (CET/CEST)","30","0","7547"
"BZN|ES","13.01.2020 21:00 - 13.01.2020 22:00 (CET/CEST)","30","0","7552"
"BZN|ES","13.01.2020 22:00 - 13.01.2020 23:00 (CET/CEST)","24","0","7793"
"BZN|ES","13.01.2020 23:00 - 14.01.2020 00:00 (CET/CEST)","16","0","8343"
"BZN|ES","14.01.2020 00:00 - 14.01.2020 01:00 (CET/CEST)","17","0","8815"
"BZN|ES","14.01.2020 01:00 - 14.01.2020 02:00 (CET/CEST)","16","0","9293"
"BZN|ES","14.01.2020 02:00 - 14.01.2020 03:00 (CET/CEST)","16","0","9367"
"BZN|ES","14.01.2020 03:00 - 14.01.2020 04:00 (CET/CEST)","18","0","9191"
"BZN|ES","14.01.2020 04:00 - 14.01.2020 05:00 (CET/CEST)","18","0","8816"
"BZN|ES","14.01.2020 05:00 - 14.01.2020 06:00 (CET/CEST)","15","0","8475"
"BZN|ES","14.01.2020 06:00 - 14.01.2020 07:00 (CET/CEST)","11","0","8026"
"BZN|ES","14.01.2020 07:00 - 14.01.2020 08:00 (CET/CEST)","10","0","7662"
"BZN|ES","14.01.2020 08:00 - 14.01.2020 09:00 (CET/CEST)","61","0","7294"
"BZN|ES","14.01.2020 09:00 - 14.01.2020 10:00 (CET/CEST)","963","0","7178"
"BZN|ES","14.01.2020 10:00 - 14.01.2020 11:00 (CET/CEST)","2482","0","6669"
"BZN|ES","14.01.2020 11:00 - 14.01.2020 12:00 (CET/CEST)","3428","0","6278"
"BZN|ES","14.01.2020 12:00 - 14.01.2020 13:00 (CET/CEST)","3978","0","6159"
"BZN|ES","14.01.2020 13:00 - 14.01.2020 14:00 (CET/CEST)","3978","0","6310"
"BZN|ES","14.01.2020 14:00 - 14.01.2020 15:00 (CET/CEST)","3804","0","6619"
"BZN|ES","14.01.2020 15:00 - 14.01.2020 16:00 (CET/CEST)","3284","0","6804"
"BZN|ES","14.01.2020 16:00 - 14.01.2020 17:00 (CET/CEST)","2211","0","7033"
"BZN|ES","14.01.2020 17:00 - 14.01.2020 18:00 (CET/CEST)","609","0","7189"
"BZN|ES","14.01.2020 18:00 - 14.01.2020 19:00 (CET/CEST)","69","0","7594"
"BZN|ES","14.01.2020 19:00 - 14.01.2020 20:00 (CET/CEST)","40","0","8183"
"BZN|ES","14.01.2020 20:00 - 14.01.2020 21:00 (CET/CEST)","27","0","8837"
"BZN|ES","14.01.2020 21:00 - 14.01.2020 22:00 (CET/CEST)","27","0","9243"
"BZN|ES","14.01.2020 22:00 - 14.01.2020 23:00 (CET/CEST)","27","0","9321"
"BZN|ES","14.01.2020 23:00 - 15.01.2020 00:00 (CET/CEST)","28","0","9405"
"BZN|ES","15.01.2020 00:00 - 15.01.2020 01:00 (CET/CEST)","28","0","9661"
"BZN|ES","15.01.2020 01:00 - 15.01.2020 02:00 (CET/CEST)","28","0","9963"
"BZN|ES","15.01.2020 02:00 - 15.01.2020 03:00 (CET/CEST)","28","0","10372"
"BZN|ES","15.01.2020 03:00 - 15.01.2020 04:00 (CET/CEST)","28","0","10587"
"BZN|ES","15.01.2020 04:00 - 15.01.2020 05:00 (CET/CEST)","28","0","10560"
"BZN|ES","15.01.2020 05:00 - 15.01.2020 06:00 (CET/CEST)","28","0","10211"
"BZN|ES","15.01.2020 06:00 - 15.01.2020 07:00 (CET/CEST)","27","0","10634"
"BZN|ES","15.01.2020 07:00 - 15.01.2020 08:00 (CET/CEST)","27","0","9939"
"BZN|ES","15.01.2020 08:00 - 15.01.2020 09:00 (CET/CEST)","65","0","9076"
"BZN|ES","15.01.2020 09:00 - 15.01.2020 10:00 (CET/CEST)","755","0","8249"
"BZN|ES","15.01.2020 10:00 - 15.01.2020 11:00 (CET/CEST)","1803","0","7027"
"BZN|ES","15.01.2020 11:00 - 15.01.2020 12:00 (CET/CEST)","2687","0","6561"
"BZN|ES","15.01.2020 12:00 - 15.01.2020 13:00 (CET/CEST)","3271","0","6634"
"BZN|ES","15.01.2020 13:00 - 15.01.2020 14:00 (CET/CEST)","3505","0","7137"
"BZN|ES","15.01.2020 14:00 - 15.01.2020 15:00 (CET/CEST)","3389","0","7469"
"BZN|ES","15.01.2020 15:00 - 15.01.2020 16:00 (CET/CEST)","3070","0","7141"
"BZN|ES","15.01.2020 16:00 - 15.01.2020 17:00 (CET/CEST)","2238","0","6223"
"BZN|ES","15.01.2020 17:00 - 15.01.2020 18:00 (CET/CEST)","788","0","5348"
"BZN|ES","15.01.2020 18:00 - 15.01.2020 19:00 (CET/CEST)","111","0","5127"
"BZN|ES","15.01.2020 19:00 - 15.01.2020 20:00 (CET/CEST)","46","0","5461"
"BZN|ES","15.01.2020 20:00 - 15.01.2020 21:00 (CET/CEST)","21","0","5969"
"BZN|ES","15.01.2020 21:00 - 15.01.2020 22:00 (CET/CEST)","20","0","6496"
"BZN|ES","15.01.2020 22:00 - 15.01.2020 23:00 (CET/CEST)","15","0","7194"
"BZN|ES","15.01.2020 23:00 - 16.01.2020 00:00 (CET/CEST)","7","0","7355"
"BZN|ES","16.01.2020 00:00 - 16.01.2020 01:00 (CET/CEST)","7","0","7664"
"BZN|ES","16.01.2020 01:00 - 16.01.2020 02:00 (CET/CEST)","7","0","7718"
"BZN|ES","16.01.2020 02:00 - 16.01.2020 03:00 (CET/CEST)","7","0","7647"
"BZN|ES","16.01.2020 03:00 - 16.01.2020 04:00 (CET/CEST)","7","0","7513"
"BZN|ES","16.01.2020 04:00 - 16.01.2020 05:00 (CET/CEST)","7","0","7419"
"BZN|ES","16.01.2020 05:00 - 16.01.2020 06:00 (CET/CEST)","7","0","7370"
"BZN|ES","16.01.2020 06:00 - 16.01.2020 07:00 (CET/CEST)","6","0","7415"
"BZN|ES","16.01.2020 07:00 - 16.01.2020 08:00 (CET/CEST)","6","0","7631"
"BZN|ES","16.01.2020 08:00 - 16.01.2020 09:00 (CET/CEST)","59","0","7640"
"BZN|ES","16.01.2020 09:00 - 16.01.2020 10:00 (CET/CEST)","1115","0","7639"
"BZN|ES","16.01.2020 10:00 - 16.01.2020 11:00 (CET/CEST)","2940","0","7697"
"BZN|ES","16.01.2020 11:00 - 16.01.2020 12:00 (CET/CEST)","4186","0","7913"
"BZN|ES","16.01.2020 12:00 - 16.01.2020 13:00 (CET/CEST)","4991","0","8433"
"BZN|ES","16.01.2020 13:00 - 16.01.2020 14:00 (CET/CEST)","5435","0","8876"
"BZN|ES","16.01.2020 14:00 - 16.01.2020 15:00 (CET/CEST)","5408","0","9357"
"BZN|ES","16.01.2020 15:00 - 16.01.2020 16:00 (CET/CEST)","4938","0","9460"
"BZN|ES","16.01.2020 16:00 - 16.01.2020 17:00 (CET/CEST)","3754","0","9209"
"BZN|ES","16.01.2020 17:00 - 16.01.2020 18:00 (CET/CEST)","1538","0","9056"
"BZN|ES","16.01.2020 18:00 - 16.01.2020 19:00 (CET/CEST)","189","0","9096"
"BZN|ES","16.01.2020 19:00 - 16.01.2020 20:00 (CET/CEST)","32","0","9482"
"BZN|ES","16.01.2020 20:00 - 16.01.2020 21:00 (CET/CEST)","23","0","9973"
"BZN|ES","16.01.2020 21:00 - 16.01.2020 22:00 (CET/CEST)","23","0","10676"
"BZN|ES","16.01.2020 22:00 - 16.01.2020 23:00 (CET/CEST)","23","0","11036"
"BZN|ES","16.01.2020 23:00 - 17.01.2020 00:00 (CET/CEST)","23","0","11032"
"BZN|ES","17.01.2020 00:00 - 17.01.2020 01:00 (CET/CEST)","16","0","10926"
"BZN|ES","17.01.2020 01:00 - 17.01.2020 02:00 (CET/CEST)","7","0","11112"
"BZN|ES","17.01.2020 02:00 - 17.01.2020 03:00 (CET/CEST)","7","0","11000"
"BZN|ES","17.01.2020 03:00 - 17.01.2020 04:00 (CET/CEST)","7","0","10559"
"BZN|ES","17.01.2020 04:00 - 17.01.2020 05:00 (CET/CEST)","7","0","10490"
"BZN|ES","17.01.2020 05:00 - 17.01.2020 06:00 (CET/CEST)","7","0","10225"
"BZN|ES","17.01.2020 06:00 - 17.01.2020 07:00 (CET/CEST)","6","0","10275"
"BZN|ES","17.01.2020 07:00 - 17.01.2020 08:00 (CET/CEST)","6","0","9805"
"BZN|ES","17.01.2020 08:00 - 17.01.2020 09:00 (CET/CEST)","54","0","9489"
"BZN|ES","17.01.2020 09:00 - 17.01.2020 10:00 (CET/CEST)","722","0","8899"
"BZN|ES","17.01.2020 10:00 - 17.01.2020 11:00 (CET/CEST)","1989","0","8628"
"BZN|ES","17.01.2020 11:00 - 17.01.2020 12:00 (CET/CEST)","3158","0","9189"
"BZN|ES","17.01.2020 12:00 - 17.01.2020 13:00 (CET/CEST)","3577","0","9957"
"BZN|ES","17.01.2020 13:00 - 17.01.2020 14:00 (CET/CEST)","3735","0","10483"
"BZN|ES","17.01.2020 14:00 - 17.01.2020 15:00 (CET/CEST)","3570","0","10267"
"BZN|ES","17.01.2020 15:00 - 17.01.2020 16:00 (CET/CEST)","3444","0","9402"
"BZN|ES","17.01.2020 16:00 - 17.01.2020 17:00 (CET/CEST)","2555","0","7978"
"BZN|ES","17.01.2020 17:00 - 17.01.2020 18:00 (CET/CEST)","1079","0","6418"
"BZN|ES","17.01.2020 18:00 - 17.01.2020 19:00 (CET/CEST)","172","0","5873"
"BZN|ES","17.01.2020 19:00 - 17.01.2020 20:00 (CET/CEST)","79","0","5431"
"BZN|ES","17.01.2020 20:00 - 17.01.2020 21:00 (CET/CEST)","18","0","4976"
"BZN|ES","17.01.2020 21:00 - 17.01.2020 22:00 (CET/CEST)","11","0","4756"
"BZN|ES","17.01.2020 22:00 - 17.01.2020 23:00 (CET/CEST)","11","0","4606"
"BZN|ES","17.01.2020 23:00 - 18.01.2020 00:00 (CET/CEST)","12","0","4051"
"BZN|ES","18.01.2020 00:00 - 18.01.2020 01:00 (CET/CEST)","12","0","3722"
"BZN|ES","18.01.2020 01:00 - 18.01.2020 02:00 (CET/CEST)","12","0","3329"
"BZN|ES","18.01.2020 02:00 - 18.01.2020 03:00 (CET/CEST)","12","0","3301"
"BZN|ES","18.01.2020 03:00 - 18.01.2020 04:00 (CET/CEST)","12","0","3794"
"BZN|ES","18.01.2020 04:00 - 18.01.2020 05:00 (CET/CEST)","11","0","4300"
"BZN|ES","18.01.2020 05:00 - 18.01.2020 06:00 (CET/CEST)","11","0","4444"
"BZN|ES","18.01.2020 06:00 - 18.01.2020 07:00 (CET/CEST)","11","0","4787"
"BZN|ES","18.01.2020 07:00 - 18.01.2020 08:00 (CET/CEST)","11","0","5719"
"BZN|ES","18.01.2020 08:00 - 18.01.2020 09:00 (CET/CEST)","29","0","6484"
"BZN|ES","18.01.2020 09:00 - 18.01.2020 10:00 (CET/CEST)","195","0","6990"
"BZN|ES","18.01.2020 10:00 - 18.01.2020 11:00 (CET/CEST)","563","0","7759"
"BZN|ES","18.01.2020 11:00 - 18.01.2020 12:00 (CET/CEST)","1112","0","8855"
"BZN|ES","18.01.2020 12:00 - 18.01.2020 13:00 (CET/CEST)","1566","0","9843"
"BZN|ES","18.01.2020 13:00 - 18.01.2020 14:00 (CET/CEST)","1771","0","10815"
"BZN|ES","18.01.2020 14:00 - 18.01.2020 15:00 (CET/CEST)","1921","0","11842"
"BZN|ES","18.01.2020 15:00 - 18.01.2020 16:00 (CET/CEST)","1389","0","11967"
"BZN|ES","18.01.2020 16:00 - 18.01.2020 17:00 (CET/CEST)","945","0","11863"
"BZN|ES","18.01.2020 17:00 - 18.01.2020 18:00 (CET/CEST)","295","0","11967"
"BZN|ES","18.01.2020 18:00 - 18.01.2020 19:00 (CET/CEST)","26","0","11383"
"BZN|ES","18.01.2020 19:00 - 18.01.2020 20:00 (CET/CEST)","13","0","10312"
"BZN|ES","18.01.2020 20:00 - 18.01.2020 21:00 (CET/CEST)","11","0","9544"
"BZN|ES","18.01.2020 21:00 - 18.01.2020 22:00 (CET/CEST)","11","0","9401"
"BZN|ES","18.01.2020 22:00 - 18.01.2020 23:00 (CET/CEST)","11","0","9548"
"BZN|ES","18.01.2020 23:00 - 19.01.2020 00:00 (CET/CEST)","11","0","9780"
"BZN|ES","19.01.2020 00:00 - 19.01.2020 01:00 (CET/CEST)","12","0","10002"
"BZN|ES","19.01.2020 01:00 - 19.01.2020 02:00 (CET/CEST)","12","0","10684"
"BZN|ES","19.01.2020 02:00 - 19.01.2020 03:00 (CET/CEST)","11","0","11281"
"BZN|ES","19.01.2020 03:00 - 19.01.2020 04:00 (CET/CEST)","11","0","11370"
"BZN|ES","19.01.2020 04:00 - 19.01.2020 05:00 (CET/CEST)","11","0","11610"
"BZN|ES","19.01.2020 05:00 - 19.01.2020 06:00 (CET/CEST)","11","0","12746"
"BZN|ES","19.01.2020 06:00 - 19.01.2020 07:00 (CET/CEST)","11","0","13464"
"BZN|ES","19.01.2020 07:00 - 19.01.2020 08:00 (CET/CEST)","11","0","14061"
"BZN|ES","19.01.2020 08:00 - 19.01.2020 09:00 (CET/CEST)","50","0","13572"
"BZN|ES","19.01.2020 09:00 - 19.01.2020 10:00 (CET/CEST)","533","0","13864"
"BZN|ES","19.01.2020 10:00 - 19.01.2020 11:00 (CET/CEST)","1632","0","13955"
"BZN|ES","19.01.2020 11:00 - 19.01.2020 12:00 (CET/CEST)","2564","0","13874"
"BZN|ES","19.01.2020 12:00 - 19.01.2020 13:00 (CET/CEST)","2896","0","13733"
"BZN|ES","19.01.2020 13:00 - 19.01.2020 14:00 (CET/CEST)","2877","0","13768"
"BZN|ES","19.01.2020 14:00 - 19.01.2020 15:00 (CET/CEST)","2515","0","14232"
"BZN|ES","19.01.2020 15:00 - 19.01.2020 16:00 (CET/CEST)","2103","0","14159"
"BZN|ES","19.01.2020 16:00 - 19.01.2020 17:00 (CET/CEST)","1494","0","14375"
"BZN|ES","19.01.2020 17:00 - 19.01.2020 18:00 (CET/CEST)","589","0","14559"
"BZN|ES","19.01.2020 18:00 - 19.01.2020 19:00 (CET/CEST)","78","0","14616"
"BZN|ES","19.01.2020 19:00 - 19.01.2020 20:00 (CET/CEST)","30","0","14277"
"BZN|ES","19.01.2020 20:00 - 19.01.2020 21:00 (CET/CEST)","23","0","14522"
"BZN|ES","19.01.2020 21:00 - 19.01.2020 22:00 (CET/CEST)","12","0","14665"
"BZN|ES","19.01.2020 22:00 - 19.01.2020 23:00 (CET/CEST)","12","0","14802"
"BZN|ES","19.01.2020 23:00 - 20.01.2020 00:00 (CET/CEST)","12","0","14606"
"BZN|ES","20.01.2020 00:00 - 20.01.2020 01:00 (CET/CEST)","12","0","14646"
"BZN|ES","20.01.2020 01:00 - 20.01.2020 02:00 (CET/CEST)","12","0","14998"
"BZN|ES","20.01.2020 02:00 - 20.01.2020 03:00 (CET/CEST)","12","0","15051"
"BZN|ES","20.01.2020 03:00 - 20.01.2020 04:00 (CET/CEST)","12","0","14789"
"BZN|ES","20.01.2020 04:00 - 20.01.2020 05:00 (CET/CEST)","12","0","14861"
"BZN|ES","20.01.2020 05:00 - 20.01.2020 06:00 (CET/CEST)","12","0","14739"
"BZN|ES","20.01.2020 06:00 - 20.01.2020 07:00 (CET/CEST)","12","0","14678"
"BZN|ES","20.01.2020 07:00 - 20.01.2020 08:00 (CET/CEST)","11","0","14445"
"BZN|ES","20.01.2020 08:00 - 20.01.2020 09:00 (CET/CEST)","23","0","14245"
"BZN|ES","20.01.2020 09:00 - 20.01.2020 10:00 (CET/CEST)","417","0","14021"
"BZN|ES","20.01.2020 10:00 - 20.01.2020 11:00 (CET/CEST)","1104","0","13702"
"BZN|ES","20.01.2020 11:00 - 20.01.2020 12:00 (CET/CEST)","1513","0","13957"
"BZN|ES","20.01.2020 12:00 - 20.01.2020 13:00 (CET/CEST)","1765","0","13840"
"BZN|ES","20.01.2020 13:00 - 20.01.2020 14:00 (CET/CEST)","1873","0","13995"
"BZN|ES","20.01.2020 14:00 - 20.01.2020 15:00 (CET/CEST)","1707","0","14045"
"BZN|ES","20.01.2020 15:00 - 20.01.2020 16:00 (CET/CEST)","1438","0","14157"
"BZN|ES","20.01.2020 16:00 - 20.01.2020 17:00 (CET/CEST)","1045","0","14164"
"BZN|ES","20.01.2020 17:00 - 20.01.2020 18:00 (CET/CEST)","385","0","14263"
"BZN|ES","20.01.2020 18:00 - 20.01.2020 19:00 (CET/CEST)","35","0","14044"
"BZN|ES","20.01.2020 19:00 - 20.01.2020 20:00 (CET/CEST)","13","0","13964"
"BZN|ES","20.01.2020 20:00 - 20.01.2020 21:00 (CET/CEST)","12","0","13866"
"BZN|ES","20.01.2020 21:00 - 20.01.2020 22:00 (CET/CEST)","12","0","13642"
"BZN|ES","20.01.2020 22:00 - 20.01.2020 23:00 (CET/CEST)","12","0","13369"
"BZN|ES","20.01.2020 23:00 - 21.01.2020 00:00 (CET/CEST)","12","0","13127"
"BZN|ES","21.01.2020 00:00 - 21.01.2020 01:00 (CET/CEST)","12","0","12792"
"BZN|ES","21.01.2020 01:00 - 21.01.2020 02:00 (CET/CEST)","13","0","12303"
"BZN|ES","21.01.2020 02:00 - 21.01.2020 03:00 (CET/CEST)","13","0","12173"
"BZN|ES","21.01.2020 03:00 - 21.01.2020 04:00 (CET/CEST)","13","0","12043"
"BZN|ES","21.01.2020 04:00 - 21.01.2020 05:00 (CET/CEST)","13","0","12161"
"BZN|ES","21.01.2020 05:00 - 21.01.2020 06:00 (CET/CEST)","13","0","12088"
"BZN|ES","21.01.2020 06:00 - 21.01.2020 07:00 (CET/CEST)","12","0","11770"
"BZN|ES","21.01.2020 07:00 - 21.01.2020 08:00 (CET/CEST)","12","0","11976"
"BZN|ES","21.01.2020 08:00 - 21.01.2020 09:00 (CET/CEST)","18","0","12353"
"BZN|ES","21.01.2020 09:00 - 21.01.2020 10:00 (CET/CEST)","331","0","12403"
"BZN|ES","21.01.2020 10:00 - 21.01.2020 11:00 (CET/CEST)","936","0","12273"
"BZN|ES","21.01.2020 11:00 - 21.01.2020 12:00 (CET/CEST)","1509","0","12117"
"BZN|ES","21.01.2020 12:00 - 21.01.2020 13:00 (CET/CEST)","1710","0","11910"
"BZN|ES","21.01.2020 13:00 - 21.01.2020 14:00 (CET/CEST)","1590","0","11831"
"BZN|ES","21.01.2020 14:00 - 21.01.2020 15:00 (CET/CEST)","1426","0","11641"
"BZN|ES","21.01.2020 15:00 - 21.01.2020 16:00 (CET/CEST)","1215","0","11685"
"BZN|ES","21.01.2020 16:00 - 21.01.2020 17:00 (CET/CEST)","661","0","11600"
"BZN|ES","21.01.2020 17:00 - 21.01.2020 18:00 (CET/CEST)","201","0","11067"
"BZN|ES","21.01.2020 18:00 - 21.01.2020 19:00 (CET/CEST)","36","0","10655"
"BZN|ES","21.01.2020 19:00 - 21.01.2020 20:00 (CET/CEST)","34","0","10345"
"BZN|ES","21.01.2020 20:00 - 21.01.2020 21:00 (CET/CEST)","34","0","9866"
"BZN|ES","21.01.2020 21:00 - 21.01.2020 22:00 (CET/CEST)","32","0","9531"
"BZN|ES","21.01.2020 22:00 - 21.01.2020 23:00 (CET/CEST)","32","0","9249"
"BZN|ES","21.01.2020 23:00 - 22.01.2020 00:00 (CET/CEST)","33","0","9256"
"BZN|ES","22.01.2020 00:00 - 22.01.2020 01:00 (CET/CEST)","34","0","9145"
"BZN|ES","22.01.2020 01:00 - 22.01.2020 02:00 (CET/CEST)","34","0","9289"
"BZN|ES","22.01.2020 02:00 - 22.01.2020 03:00 (CET/CEST)","34","0","9069"
"BZN|ES","22.01.2020 03:00 - 22.01.2020 04:00 (CET/CEST)","34","0","8640"
"BZN|ES","22.01.2020 04:00 - 22.01.2020 05:00 (CET/CEST)","34","0","8263"
"BZN|ES","22.01.2020 05:00 - 22.01.2020 06:00 (CET/CEST)","34","0","8080"
"BZN|ES","22.01.2020 06:00 - 22.01.2020 07:00 (CET/CEST)","32","0","7860"
"BZN|ES","22.01.2020 07:00 - 22.01.2020 08:00 (CET/CEST)","32","0","7705"
"BZN|ES","22.01.2020 08:00 - 22.01.2020 09:00 (CET/CEST)","47","0","7465"
"BZN|ES","22.01.2020 09:00 - 22.01.2020 10:00 (CET/CEST)","383","0","7028"
"BZN|ES","22.01.2020 10:00 - 22.01.2020 11:00 (CET/CEST)","1196","0","6694"
"BZN|ES","22.01.2020 11:00 - 22.01.2020 12:00 (CET/CEST)","1864","0","6533"
"BZN|ES","22.01.2020 12:00 - 22.01.2020 13:00 (CET/CEST)","2265","0","6390"
"BZN|ES","22.01.2020 13:00 - 22.01.2020 14:00 (CET/CEST)","2347","0","5986"
"BZN|ES","22.01.2020 14:00 - 22.01.2020 15:00 (CET/CEST)","1934","0","5417"
"BZN|ES","22.01.2020 15:00 - 22.01.2020 16:00 (CET/CEST)","1607","0","5164"
"BZN|ES","22.01.2020 16:00 - 22.01.2020 17:00 (CET/CEST)","985","0","4960"
"BZN|ES","22.01.2020 17:00 - 22.01.2020 18:00 (CET/CEST)","315","0","4691"
"BZN|ES","22.01.2020 18:00 - 22.01.2020 19:00 (CET/CEST)","23","0","4671"
"BZN|ES","22.01.2020 19:00 - 22.01.2020 20:00 (CET/CEST)","16","0","4887"
"BZN|ES","22.01.2020 20:00 - 22.01.2020 21:00 (CET/CEST)","16","0","4872"
"BZN|ES","22.01.2020 21:00 - 22.01.2020 22:00 (CET/CEST)","16","0","4760"
"BZN|ES","22.01.2020 22:00 - 22.01.2020 23:00 (CET/CEST)","16","0","4602"
"BZN|ES","22.01.2020 23:00 - 23.01.2020 00:00 (CET/CEST)","16","0","4355"
"BZN|ES","23.01.2020 00:00 - 23.01.2020 01:00 (CET/CEST)","16","0","4239"
"BZN|ES","23.01.2020 01:00 - 23.01.2020 02:00 (CET/CEST)","16","0","3894"
"BZN|ES","23.01.2020 02:00 - 23.01.2020 03:00 (CET/CEST)","17","0","3612"
"BZN|ES","23.01.2020 03:00 - 23.01.2020 04:00 (CET/CEST)","16","0","3385"
"BZN|ES","23.01.2020 04:00 - 23.01.2020 05:00 (CET/CEST)","16","0","3258"
"BZN|ES","23.01.2020 05:00 - 23.01.2020 06:00 (CET/CEST)","16","0","3177"
"BZN|ES","23.01.2020 06:00 - 23.01.2020 07:00 (CET/CEST)","15","0","3230"
"BZN|ES","23.01.2020 07:00 - 23.01.2020 08:00 (CET/CEST)","15","0","3335"
"BZN|ES","23.01.2020 08:00 - 23.01.2020 09:00 (CET/CEST)","45","0","3541"
"BZN|ES","23.01.2020 09:00 - 23.01.2020 10:00 (CET/CEST)","482","0","3344"
"BZN|ES","23.01.2020 10:00 - 23.01.2020 11:00 (CET/CEST)","1223","0","3040"
"BZN|ES","23.01.2020 11:00 - 23.01.2020 12:00 (CET/CEST)","2002","0","2641"
"BZN|ES","23.01.2020 12:00 - 23.01.2020 13:00 (CET/CEST)","2286","0","2701"
"BZN|ES","23.01.2020 13:00 - 23.01.2020 14:00 (CET/CEST)","2281","0","2572"
"BZN|ES","23.01.2020 14:00 - 23.01.2020 15:00 (CET/CEST)","2126","0","2526"
"BZN|ES","23.01.2020 15:00 - 23.01.2020 16:00 (CET/CEST)","1813","0","2584"
"BZN|ES","23.01.2020 16:00 - 23.01.2020 17:00 (CET/CEST)","1160","0","2835"
"BZN|ES","23.01.2020 17:00 - 23.01.2020 18:00 (CET/CEST)","349","0","3097"
"BZN|ES","23.01.2020 18:00 - 23.01.2020 19:00 (CET/CEST)","14","0","3176"
"BZN|ES","23.01.2020 19:00 - 23.01.2020 20:00 (CET/CEST)","8","0","3554"
"BZN|ES","23.01.2020 20:00 - 23.01.2020 21:00 (CET/CEST)","8","0","4001"
"BZN|ES","23.01.2020 21:00 - 23.01.2020 22:00 (CET/CEST)","8","0","4058"
"BZN|ES","23.01.2020 22:00 - 23.01.2020 23:00 (CET/CEST)","8","0","4018"
"BZN|ES","23.01.2020 23:00 - 24.01.2020 00:00 (CET/CEST)","8","0","4036"
"BZN|ES","24.01.2020 00:00 - 24.01.2020 01:00 (CET/CEST)","8","0","4058"
"BZN|ES","24.01.2020 01:00 - 24.01.2020 02:00 (CET/CEST)","8","0","4083"
"BZN|ES","24.01.2020 02:00 - 24.01.2020 03:00 (CET/CEST)","8","0","3881"
"BZN|ES","24.01.2020 03:00 - 24.01.2020 04:00 (CET/CEST)","8","0","3644"
